Router_3,2023-07-10,12:45:54,activo
Router_2,2023-07-10,12:45:59,activo
Router_1,2023-07-10,12:48:02,agregado
Router_1,2023-07-10,12:48:02,activo
Router_2,2023-07-10,12:48:02,agregado
Router_2,2023-07-10,12:48:02,activo
Router_3,2023-07-10,12:48:02,agregado
Router_3,2023-07-10,12:48:02,activo
Router_3,2023-07-10,12:48:03,reset
Router_2,2023-07-10,12:48:06,reset
Router_1,2023-07-10,12:48:08,inactivo
Router_1,2023-07-10,12:48:08,activo
Router_1,2023-07-10,12:48:09,inactivo
Router_1,2023-07-10,12:48:09,activo
Router_3,2023-07-10,12:48:11,activo
Router_1,2023-07-10,12:48:11,inactivo
Router_1,2023-07-10,12:48:11,activo
Router_1,2023-07-10,12:48:16,reset
Router_2,2023-07-10,12:48:17,activo
Router_1,2023-07-10,12:48:25,activo
Router_1,2023-07-10,12:50:35,agregado
Router_1,2023-07-10,12:50:35,activo
Router_2,2023-07-10,12:50:35,agregado
Router_2,2023-07-10,12:50:35,activo
Router_3,2023-07-10,12:50:35,agregado
Router_3,2023-07-10,12:50:35,activo
Router_2,2023-07-10,12:50:38,inactivo
Router_2,2023-07-10,12:50:38,activo
Router_1,2023-07-10,12:51:24,agregado
Router_1,2023-07-10,12:51:24,activo
Router_2,2023-07-10,12:51:24,agregado
Router_2,2023-07-10,12:51:24,activo
Router_3,2023-07-10,12:51:24,agregado
Router_3,2023-07-10,12:51:24,activo
Router_3,2023-07-10,12:51:28,inactivo
Router_2,2023-07-10,12:51:29,activo
Router_3,2023-07-10,12:51:29,activo
Router_3,2023-07-10,12:51:29,inactivo
Router_3,2023-07-10,12:51:30,activo
Router_3,2023-07-10,12:51:33,inactivo
Router_3,2023-07-10,12:51:33,activo
Router_2,2023-07-10,12:51:35,inactivo
Router_1,2023-07-10,12:51:35,inactivo
Router_2,2023-07-10,12:51:35,activo
Router_1,2023-07-10,12:51:35,activo
Router_1,2023-07-10,12:51:53,reset
Router_1,2023-07-10,12:51:53,agregado
Router_1,2023-07-10,12:51:53,activo
Router_2,2023-07-10,12:51:53,agregado
Router_2,2023-07-10,12:51:53,activo
Router_3,2023-07-10,12:51:53,agregado
Router_3,2023-07-10,12:51:53,activo
Router_1,2023-07-10,12:51:58,activo
Router_1,2023-07-10,12:51:58,reset
Router_3,2023-07-10,12:51:59,activo
Router_1,2023-07-10,12:52:03,activo
Router_3,2023-07-10,12:52:05,inactivo
Router_3,2023-07-10,12:52:05,activo
Router_1,2023-07-10,12:53:17,agregado
Router_1,2023-07-10,12:53:17,activo
Router_2,2023-07-10,12:53:17,agregado
Router_2,2023-07-10,12:53:17,activo
Router_3,2023-07-10,12:53:17,agregado
Router_3,2023-07-10,12:53:17,activo
Router_2,2023-07-10,12:53:18,reset
Router_3,2023-07-10,12:53:18,reset
Router_1,2023-07-10,12:53:21,reset
Router_2,2023-07-10,12:53:23,activo
Router_3,2023-07-10,12:53:27,activo
Router_3,2023-07-10,12:53:27,reset
Router_1,2023-07-10,12:53:29,activo
Router_1,2023-07-10,12:53:29,reset
Router_1,2023-07-10,12:53:34,activo
Router_3,2023-07-10,12:53:37,activo
Router_1,2023-07-10,12:55:07,agregado
Router_1,2023-07-10,12:55:07,activo
Router_2,2023-07-10,12:55:07,agregado
Router_2,2023-07-10,12:55:08,activo
Router_3,2023-07-10,12:55:09,agregado
Router_3,2023-07-10,12:55:09,activo
Router_3,2023-07-10,12:55:11,inactivo
Router_3,2023-07-10,12:55:12,activo
Router_1,2023-07-10,12:55:30,reset
Router_1,2023-07-10,12:55:30,agregado
Router_3,2023-07-10,12:55:30,reset
Router_1,2023-07-10,12:55:30,activo
Router_2,2023-07-10,12:55:30,agregado
Router_2,2023-07-10,12:55:30,activo
Router_3,2023-07-10,12:55:30,agregado
Router_3,2023-07-10,12:55:31,activo
Router_2,2023-07-10,12:55:35,activo
Router_1,2023-07-10,12:55:36,activo
Router_2,2023-07-10,12:55:37,inactivo
Router_3,2023-07-10,12:55:38,inactivo
Router_2,2023-07-10,12:55:37,activo
Router_3,2023-07-10,12:55:38,activo
Router_3,2023-07-10,12:55:39,activo
Router_1,2023-07-10,12:56:59,reset
Router_3,2023-07-10,12:56:59,reset
o
Router_1,2023-07-10,12:57:00,activo
Router_2,2023-07-10,12:57:00,agregado
Router_2,2023-07-10,12:57:00,activo
Router_3,2023-07-10,12:57:00,agregado
Router_3,2023-07-10,12:57:00,activo
Router_2,2023-07-10,12:57:05,activo
Router_1,2023-07-10,12:57:07,inactivo
Router_2,2023-07-10,12:57:07,inactivo
Router_1,2023-07-10,12:57:07,activo
Router_2,2023-07-10,12:57:07,activo
Router_1,2023-07-10,12:57:09,activo
Router_3,2023-07-10,12:57:10,activo
Router_1,2023-07-10,12:58:18,agregado
Router_1,2023-07-10,12:58:18,activo
Router_2,2023-07-10,12:58:18,agregado
Router_2,2023-07-10,12:58:19,activo
Router_3,2023-07-10,12:58:19,agregado
Router_3,2023-07-10,12:58:19,activo
Router_1,2023-07-10,12:59:29,agregado
Router_1,2023-07-10,12:59:29,activo
Router_2,2023-07-10,12:59:30,agregado
Router_2,2023-07-10,12:59:30,activo
Router_3,2023-07-10,12:59:30,agregado
Router_3,2023-07-10,12:59:31,activo
Router_2,2023-07-10,12:59:38,inactivo
Router_2,2023-07-10,12:59:38,activo
