Router_1,2023-07-10,12:37:03,agregado
Router_1,2023-07-10,12:37:03,activo
Router_2,2023-07-10,12:37:03,agregado
Router_2,2023-07-10,12:37:03,activo
Router_3,2023-07-10,12:37:03,agregado
Router_3,2023-07-10,12:37:03,activo
Router_2,2023-07-10,12:37:08,inactivo
Router_3,2023-07-10,12:37:08,inactivo
Router_2,2023-07-10,12:37:08,activo
Router_3,2023-07-10,12:37:09,activo
Router_2,2023-07-10,12:37:09,inactivo
Router_3,2023-07-10,12:37:09,inactivo
Router_2,2023-07-10,12:37:09,activo
Router_3,2023-07-10,12:37:09,activo
Router_3,2023-07-10,12:37:10,inactivo
Router_1,2023-07-10,12:37:10,inactivo
Router_3,2023-07-10,12:37:10,activo
Router_1,2023-07-10,12:37:10,activo
Router_1,2023-07-10,12:37:24,inactivo
Router_1,2023-07-10,12:37:25,activo
Router_2,2023-07-10,12:37:26,inactivo
Router_3,2023-07-10,12:37:26,inactivo
Router_2,2023-07-10,12:37:26,activo
Router_3,2023-07-10,12:37:27,activo
Router_3,2023-07-10,12:37:33,inactivo
Router_1,2023-07-10,12:37:33,inactivo
Router_3,2023-07-10,12:37:33,activo
Router_1,2023-07-10,12:37:34,activo
Router_3,2023-07-10,12:37:34,inactivo
Router_3,2023-07-10,12:37:35,activo
Router_3,2023-07-10,12:37:39,inactivo
Router_1,2023-07-10,12:37:39,inactivo
Router_3,2023-07-10,12:37:40,activo
Router_1,2023-07-10,12:37:40,activo
Router_3,2023-07-10,12:37:44,inactivo
Router_3,2023-07-10,12:37:45,activo
Router_1,2023-07-10,12:37:57,inactivo
Router_1,2023-07-10,12:37:58,activo
Router_2,2023-07-10,12:38:00,inactivo
Router_3,2023-07-10,12:38:00,inactivo
Router_2,2023-07-10,12:38:00,activo
Router_3,2023-07-10,12:38:00,activo
Router_2,2023-07-10,12:38:07,inactivo
Router_2,2023-07-10,12:38:07,activo
Router_1,2023-07-10,12:38:14,inactivo
Router_1,2023-07-10,12:38:14,activo
Router_2,2023-07-10,12:38:16,inactivo
Router_2,2023-07-10,12:38:16,activo
Router_3,2023-07-10,12:38:27,inactivo
Router_1,2023-07-10,12:38:27,inactivo
Router_3,2023-07-10,12:38:27,activo
Router_1,2023-07-10,12:38:27,activo
Router_3,2023-07-10,12:38:35,inactivo
Router_1,2023-07-10,12:38:35,inactivo
Router_3,2023-07-10,12:38:35,activo
Router_1,2023-07-10,12:38:35,activo
Router_3,2023-07-10,12:38:38,inactivo
Router_1,2023-07-10,12:38:38,inactivo
Router_3,2023-07-10,12:38:38,activo
Router_1,2023-07-10,12:38:38,activo
Router_3,2023-07-10,12:38:38,reset
Router_1,2023-07-10,12:38:40,reset
Router_1,2023-07-10,12:38:46,activo
Router_3,2023-07-10,12:38:47,activo
Router_1,2023-07-10,12:40:51,agregado
Router_1,2023-07-10,12:40:51,activo
Router_2,2023-07-10,12:40:51,agregado
Router_2,2023-07-10,12:40:51,activo
Router_3,2023-07-10,12:40:51,agregado
Router_3,2023-07-10,12:40:51,activo
Router_3,2023-07-10,12:40:58,inactivo
Router_1,2023-07-10,12:40:58,inactivo
Router_3,2023-07-10,12:40:58,activo
Router_1,2023-07-10,12:40:58,activo
Router_1,2023-07-10,12:40:59,reset
Router_3,2023-07-10,12:41:05,inactivo
Router_3,2023-07-10,12:41:05,activo
Router_1,2023-07-10,12:41:07,activo
Router_3,2023-07-10,12:41:16,inactivo
Router_3,2023-07-10,12:41:16,activo
Router_3,2023-07-10,12:41:20,reset
Router_3,2023-07-10,12:41:29,activo
Router_1,2023-07-10,12:41:45,agregado
Router_1,2023-07-10,12:41:45,activo
Router_2,2023-07-10,12:41:45,agregado
Router_2,2023-07-10,12:41:45,activo
Router_3,2023-07-10,12:41:45,agregado
Router_3,2023-07-10,12:41:45,activo
Router_1,2023-07-10,12:41:47,reset
Router_3,2023-07-10,12:41:50,inactivo
Router_3,2023-07-10,12:41:51,activo
Router_1,2023-07-10,12:41:57,activo
Router_3,2023-07-10,12:42:06,reset
Router_1,2023-07-10,12:42:10,inactivo
Router_1,2023-07-10,12:42:10,activo
Router_1,2023-07-10,12:42:13,inactivo
Router_2,2023-07-10,12:42:13,inactivo
Router_1,2023-07-10,12:42:13,activo
Router_1,2023-07-10,12:42:13,inactivo
Router_2,2023-07-10,12:42:13,activo
Router_1,2023-07-10,12:42:13,activo
Router_2,2023-07-10,12:42:14,reset
Router_3,2023-07-10,12:42:15,activo
Router_1,2023-07-10,12:42:15,reset
Router_2,2023-07-10,12:42:20,activo
Router_1,2023-07-10,12:42:20,activo
Router_1,2023-07-10,12:42:58,agregado
Router_1,2023-07-10,12:42:58,activo
Router_2,2023-07-10,12:42:58,agregado
Router_2,2023-07-10,12:42:58,activo
Router_3,2023-07-10,12:42:59,agregado
Router_3,2023-07-10,12:42:59,activo
Router_3,2023-07-10,12:43:02,reset
Router_1,2023-07-10,12:43:05,reset
Router_3,2023-07-10,12:43:13,activo
Router_3,2023-07-10,12:43:14,reset
Router_1,2023-07-10,12:43:15,activo
Router_3,2023-07-10,12:43:20,activo
Router_1,2023-07-10,12:45:39,agregado
Router_1,2023-07-10,12:45:39,activo
Router_2,2023-07-10,12:45:39,agregado
Router_2,2023-07-10,12:45:39,activo
Router_3,2023-07-10,12:45:39,agregado
Router_3,2023-07-10,12:45:39,activo
Router_2,2023-07-10,12:45:42,inactivo
Router_3,2023-07-10,12:45:42,inactivo
Router_2,2023-07-10,12:45:42,activo
Router_3,2023-07-10,12:45:43,activo
Router_3,2023-07-10,12:45:47,reset
Router_2,2023-07-10,12:45:50,inactivo
Router_2,2023-07-10,12:45:51,activo
Router_2,2023-07-10,12:45:51,reset
